record_id,plant_type,habitat,season,air_humidity_pct,soil_humidity_pct,ethylene_ppm,co2_ppm,o2_ppm,ldr_on_plant,leaf_color_index,temperature_c,health_score,health_class
php_01507,lettuce,greenhouse,summer,34.4,11.8,2.27,1012.1,20.86,141,22.9,31.2,0,high_stress
php_01508,mint,greenhouse,autumn,93.6,83,1.909,774.3,19.16,616,75.7,32,56,moderate_stress
php_01509,tomato,greenhouse,spring,85.1,87.7,0.296,587.9,18.45,724,27.3,11.3,31,high_stress
php_01510,basil,indoor,autumn,90.2,51,2.439,1026.9,20.07,470,41.9,29.6,59,moderate_stress
php_01511,tomato,greenhouse,spring,48.7,16.1,2.058,648.9,19.01,446,47.1,8,16,high_stress
php_01512,aloe_vera,indoor,autumn,41.1,84,1.639,429,19.02,853,86.5,10.9,22,high_stress
php_01513,tomato,greenhouse,winter,38.6,57.6,1.733,421.1,20.09,780,90.5,11.8,61,moderate_stress
php_01514,basil,garden,monsoon,81.1,82.8,1.483,937.1,20.4,429,66.7,14.9,71,moderate_stress
php_01515,pothos,indoor,monsoon,67.1,89.9,0.504,526.1,19.06,344,55.7,33.5,51,high_stress
php_01516,rose,greenhouse,summer,81.6,46.7,0.352,741.7,20.37,820,94.2,33.6,90,healthy
php_01517,pothos,indoor,winter,66.6,12.9,1.96,1240.6,21.04,1016,51.1,17.5,40,high_stress
php_01518,aloe_vera,arid_garden,winter,70.3,81,1.016,1180.8,19.02,459,98.1,12.2,27,high_stress
php_01519,pothos,indoor,winter,52.6,55.7,1.415,1042.3,20.55,950,40.9,32.5,52,high_stress
php_01520,rose,greenhouse,autumn,34.2,61,0.024,1059.1,19.5,173,72.8,37.1,55,moderate_stress
php_01521,snake_plant,indoor,autumn,84.3,84.9,1.621,964,19.81,311,95.7,23.4,43,high_stress
php_01522,lettuce,hydroponic,monsoon,72.2,18.6,1.003,456.5,20.76,638,51.3,24.8,62,moderate_stress
php_01523,snake_plant,indoor,winter,91.5,45,2.392,954.8,20.72,873,47.6,21,51,high_stress
php_01524,aloe_vera,indoor,summer,68.7,22.3,1.855,1142.3,20.43,637,42.7,19.2,66,moderate_stress
php_01525,mint,indoor,winter,50.7,55.7,1.636,1128.9,20.38,461,71.1,32.4,69,moderate_stress
php_01526,snake_plant,indoor,summer,62,40.6,0.868,838.3,21.18,102,95.5,18.5,100,healthy
php_01527,aloe_vera,arid_garden,winter,27.3,83.7,0.293,541.9,20.09,120,28.1,29.7,31,high_stress
php_01528,aloe_vera,arid_garden,summer,63.8,36.9,1.732,648.9,20.75,980,85.4,21.8,88,healthy
php_01529,aloe_vera,indoor,spring,84.9,9,1.172,854.9,21.22,168,59,8.7,56,moderate_stress
php_01530,lettuce,greenhouse,winter,92,48.9,2.457,818.2,18.77,959,28.4,24.6,40,high_stress
php_01531,mint,garden,monsoon,59.8,86.4,1.707,1085.4,21.43,41,97.5,26.7,60,moderate_stress
php_01532,tomato,greenhouse,autumn,67.7,88.2,0.703,455.7,20.43,919,38.8,23.9,69,moderate_stress
php_01533,mint,indoor,autumn,30.8,78.7,0.608,926.5,20.88,929,71.3,10.1,76,moderate_stress
php_01534,rose,greenhouse,summer,63.1,25.1,0.511,1228.5,20.52,273,92,33,60,moderate_stress
php_01535,pothos,shade_house,autumn,33.6,15.5,0.921,673.1,18.83,281,68.1,20.8,62,moderate_stress
php_01536,lettuce,hydroponic,monsoon,70,31.8,0.443,1221.4,20.81,69,72.4,14.7,70,moderate_stress
php_01537,pothos,shade_house,monsoon,56.1,34,2.003,515.7,20.28,1019,65,22.2,72,moderate_stress
php_01538,lettuce,greenhouse,winter,48.4,25.9,0.63,1044.5,21.05,937,26.6,35.3,26,high_stress
php_01539,aloe_vera,arid_garden,winter,37.5,40.3,0.388,1041.6,19.76,708,25.1,14.7,61,moderate_stress
php_01540,lettuce,greenhouse,monsoon,49.1,82.8,1.222,1028.6,20.27,857,61.5,36.7,48,high_stress
php_01541,lettuce,hydroponic,autumn,79,12.2,2.071,344,18.33,395,37.1,30.6,3,high_stress
php_01542,pothos,shade_house,monsoon,64.1,13.1,2.247,547.1,21.41,679,46.8,8.3,25,high_stress
php_01543,aloe_vera,arid_garden,spring,38,39.4,1.194,618.2,20.94,359,21.3,17.9,62,moderate_stress
php_01544,snake_plant,indoor,winter,88.5,72,2.375,386.7,19.8,519,83.2,18.8,38,high_stress
php_01545,rose,greenhouse,summer,91.9,21.6,0.142,1245.5,20.84,632,39.7,34.5,45,high_stress
php_01546,mint,indoor,spring,48.6,13.4,1.593,804.8,21.44,941,55.6,16.6,46,high_stress
php_01547,snake_plant,indoor,monsoon,65,88,1.034,444.2,20.5,351,91.8,30.2,58,moderate_stress
php_01548,tomato,greenhouse,summer,79.5,15.2,0.274,794.4,18.67,964,30.8,29.8,40,high_stress
php_01549,lettuce,hydroponic,summer,70.2,18.5,1.136,888.9,19.69,886,34.9,29.9,31,high_stress
php_01550,aloe_vera,arid_garden,spring,47.6,30.6,2.168,396.8,18.75,857,60.3,16,72,moderate_stress
php_01551,basil,indoor,summer,51.6,42.6,2.17,896.5,20.3,847,29.6,24.4,67,moderate_stress
php_01552,basil,indoor,winter,44.3,26.1,1.288,541.8,19.98,770,28.7,20.9,61,moderate_stress
php_01553,pothos,shade_house,monsoon,89.4,65.7,1.031,620.2,21.46,821,70.1,22.3,69,moderate_stress
php_01554,basil,greenhouse,monsoon,54.5,40.8,0.208,415.1,20.87,173,26.6,16.6,67,moderate_stress
php_01555,aloe_vera,arid_garden,monsoon,89.2,27.6,1.91,1170.8,18.2,989,40,19.7,49,high_stress
php_01556,pothos,indoor,summer,45.5,65,2.262,633.4,19.76,89,48,19.2,65,moderate_stress
php_01557,tomato,garden,monsoon,26.9,81.8,2.329,345.4,20.04,533,52.5,10.3,37,high_stress
php_01558,rose,garden,summer,58,69,0.156,1187.2,21.13,174,54.2,35.9,58,moderate_stress
php_01559,rose,greenhouse,spring,60.5,21,0.57,603.9,20.34,827,36.1,34.6,49,high_stress
php_01560,mint,garden,monsoon,27,15.5,0.979,590.4,19.11,580,80.9,21.1,49,high_stress
php_01561,aloe_vera,indoor,monsoon,93.2,81.9,2.027,772.7,18.66,501,84.6,28.3,24,high_stress
php_01562,lettuce,greenhouse,autumn,89.3,20.5,0.127,838.4,20.73,646,71.7,22.1,70,moderate_stress
php_01563,rose,greenhouse,monsoon,32.1,12.2,1.947,916,20.22,255,53.4,10.4,30,high_stress
php_01564,tomato,greenhouse,spring,67.7,89.8,1.629,693,19.9,388,75.8,34.7,50,high_stress
php_01565,mint,garden,monsoon,50.4,8.3,2.087,1054.9,19.02,524,78.9,10.1,20,high_stress
php_01566,pothos,indoor,summer,62.8,85.2,2.381,1214.7,21.1,805,91.4,16.9,44,high_stress
php_01567,tomato,garden,summer,26,79.7,1.282,1093.5,20.83,947,25.1,33.9,44,high_stress
php_01568,snake_plant,shade_house,autumn,84.4,85.5,0.283,543.2,20.38,33,32.8,33.4,35,high_stress
php_01569,mint,greenhouse,winter,88.5,53.7,2.402,1032.5,20.18,652,93,11.5,66,moderate_stress
php_01570,rose,greenhouse,summer,30.5,76.7,1.288,924.7,19.56,229,64.5,18.7,57,moderate_stress
php_01571,pothos,shade_house,summer,66.8,57.6,0.736,551.1,20.38,326,36.9,20.9,88,healthy
php_01572,aloe_vera,indoor,monsoon,86.3,36.1,0.355,387.2,20.83,370,98.1,29.2,92,healthy
php_01573,pothos,shade_house,spring,44.5,82,1.265,715.4,20.88,137,24.4,13.8,45,high_stress
php_01574,mint,indoor,monsoon,91.3,83.3,1.302,342.7,18.25,782,56,26,57,moderate_stress
php_01575,mint,indoor,winter,91.6,22.5,2.354,454.9,21.19,445,22.1,29,17,high_stress
php_01576,snake_plant,shade_house,summer,84.2,42.2,0.576,597.8,19.17,533,99.2,25.3,77,moderate_stress
php_01577,aloe_vera,indoor,winter,70.5,32.8,0.84,686.2,18.51,343,26,26.7,55,moderate_stress
php_01578,rose,greenhouse,summer,93.4,52.8,2.422,1090.8,19.69,593,99.8,20.2,66,moderate_stress
php_01579,pothos,shade_house,monsoon,65.9,42.6,1.035,444.3,18.73,973,96.7,30.9,62,moderate_stress
php_01580,basil,garden,summer,69,20.4,0.46,1157,19.84,857,39.9,29.7,59,moderate_stress
php_01581,rose,garden,spring,60.9,80.8,0.129,661.9,21.25,716,40.5,11.8,72,moderate_stress
php_01582,lettuce,hydroponic,autumn,27,33.1,0.668,921.4,19.26,947,53.6,9,56,moderate_stress
php_01583,pothos,indoor,monsoon,31.3,8.3,0.002,875,20.45,124,94.1,17.5,77,moderate_stress
php_01584,rose,garden,winter,59.1,25.9,0.773,1138.5,19.59,829,35.5,37.9,42,high_stress
php_01585,aloe_vera,arid_garden,spring,43.9,56.4,0.441,817.1,20.66,707,55.8,15.1,81,healthy
php_01586,mint,indoor,winter,71.4,85.6,1.046,560.1,20.59,260,93.8,9.3,75,moderate_stress
php_01587,rose,greenhouse,autumn,83.8,37.1,1.267,460.9,18.27,556,60.4,10.9,62,moderate_stress
php_01588,mint,indoor,spring,79,83.8,1.503,950.3,19.62,1010,87.6,16.4,64,moderate_stress
php_01589,aloe_vera,arid_garden,autumn,91.9,14.6,0.861,346.2,20.35,702,39.9,30.7,80,healthy
php_01590,pothos,shade_house,summer,90.9,33.5,0.517,427.9,21.37,975,90.7,30.3,75,moderate_stress
php_01591,lettuce,greenhouse,monsoon,76.8,58.7,1.103,357.2,20.6,369,29.1,18,69,moderate_stress
php_01592,basil,indoor,monsoon,68.6,19.5,2.328,896.8,21.27,990,99,35.8,36,high_stress
php_01593,tomato,greenhouse,spring,92.2,65.8,1.217,625.7,18.42,969,35.8,13.7,43,high_stress
php_01594,aloe_vera,arid_garden,spring,26.7,31.3,0.967,1043.4,18.9,557,23.5,27.1,55,moderate_stress
php_01595,mint,greenhouse,spring,81.5,55.6,0.515,882.6,18.32,988,36.5,12.9,55,moderate_stress
php_01596,lettuce,hydroponic,summer,68.7,27.8,0.583,661.7,18.37,316,48.8,13.4,54,high_stress
php_01597,basil,greenhouse,monsoon,70.7,43,0.054,1017,19.68,601,96.6,13.2,83,healthy
php_01598,lettuce,greenhouse,spring,82.6,67.1,2.175,666,18.97,373,75.3,33,49,high_stress
php_01599,rose,garden,monsoon,90.3,58.3,0.701,1002,19.98,152,56.3,10.6,68,moderate_stress
php_01600,snake_plant,indoor,monsoon,61.3,12,1.732,630.6,19.33,418,87.7,27.2,67,moderate_stress
php_01601,basil,indoor,winter,32.4,70.3,0.096,1108.9,21.38,433,60.6,35.8,71,moderate_stress
php_01602,snake_plant,shade_house,spring,82.6,39.7,2.281,1217.9,18.33,659,87.7,23.4,48,high_stress
php_01603,aloe_vera,indoor,summer,63.8,57.8,1.029,568.6,21.15,786,95,19.7,81,healthy
php_01604,snake_plant,indoor,winter,86.3,70.3,2.336,453,19.7,573,72.4,28.2,42,high_stress
php_01605,aloe_vera,arid_garden,autumn,77.9,65.9,1.22,1119.9,18.76,995,46,28.1,42,high_stress
php_01606,mint,garden,monsoon,70,81.7,0.757,406.6,20.14,463,56.5,18.6,91,healthy
php_01607,snake_plant,shade_house,monsoon,47.3,82.7,2.002,726.7,19.84,1008,46.5,26,29,high_stress
php_01608,snake_plant,shade_house,monsoon,81.6,81.1,0.519,365.1,20.92,826,61.1,34,40,high_stress
php_01609,lettuce,greenhouse,monsoon,36.5,64.9,0.919,460.9,20.59,464,66.2,10.7,87,healthy
php_01610,lettuce,greenhouse,summer,79,61.8,1.374,407.9,19.76,559,66.2,36.7,57,moderate_stress
php_01611,rose,greenhouse,winter,80.1,30,0.724,634.4,18.78,30,27.2,35.2,31,high_stress
php_01612,lettuce,greenhouse,winter,69,25.6,1.439,672.5,19.44,928,88.4,21.9,60,moderate_stress
php_01613,pothos,shade_house,summer,66,50.6,2.28,897.5,18.36,559,44.6,30.4,45,high_stress
php_01614,tomato,garden,winter,44.4,72.5,0.17,907.5,20.2,409,64.9,17.2,93,healthy
php_01615,pothos,indoor,monsoon,36.2,70.2,1.375,625.5,21.08,78,71.4,26.4,81,healthy
php_01616,pothos,shade_house,monsoon,63.1,64.8,0.257,1232.3,18.82,281,20.1,31.7,43,high_stress
php_01617,mint,greenhouse,autumn,78.9,30.7,1.942,512.6,18.31,520,69.6,23.9,56,moderate_stress
php_01618,mint,greenhouse,monsoon,55.5,14.1,0.919,424.5,21.21,83,39.8,13.9,40,high_stress
php_01619,rose,garden,winter,85.7,67.6,0.676,772.7,19.34,371,65.5,24.6,81,healthy
php_01620,mint,indoor,monsoon,50.1,42.3,0.106,935.7,18.85,850,48.3,29.3,62,moderate_stress
php_01621,tomato,greenhouse,spring,66.1,32.7,0.572,548.9,20.56,1023,90,10.9,66,moderate_stress
php_01622,aloe_vera,arid_garden,autumn,58.8,82.2,0.605,393.2,18.24,200,31.9,27.7,23,high_stress
php_01623,lettuce,hydroponic,winter,51.9,68.1,0.857,369.5,20.96,42,84,24.8,88,healthy
php_01624,pothos,shade_house,autumn,35.1,53.4,0.058,870.8,21.09,155,66.6,9.3,78,moderate_stress
php_01625,rose,garden,monsoon,75,16.6,0.833,1211.6,21.4,137,89.3,16.9,58,moderate_stress
php_01626,rose,garden,autumn,43.7,24.3,2.381,965.8,21.19,870,71,20.4,67,moderate_stress
php_01627,tomato,garden,autumn,80.3,47,0.127,1093,20.74,60,83.6,34,74,moderate_stress
php_01628,snake_plant,indoor,summer,89.6,29.6,0.593,1044.7,21.28,138,84.7,8.7,75,moderate_stress
php_01629,pothos,shade_house,summer,50.2,33.6,0.348,1150.5,18.83,223,21.3,26.7,59,moderate_stress
php_01630,tomato,greenhouse,summer,89.5,36.9,1.046,495.1,20.42,644,30.6,17.4,60,moderate_stress
php_01631,snake_plant,shade_house,summer,64.4,68.7,0.645,966.5,19.65,185,78.8,25.4,69,moderate_stress
php_01632,aloe_vera,indoor,summer,54,61.8,1.569,786.3,21.43,160,83.7,29.5,54,high_stress
php_01633,basil,greenhouse,summer,87.7,57.4,2.176,622.8,21.48,913,64.9,27.2,71,moderate_stress
php_01634,lettuce,greenhouse,monsoon,68,21.9,1.011,536.7,18.67,418,43.3,30.6,35,high_stress
php_01635,mint,garden,monsoon,38.6,35.2,1.483,1201.7,20.49,901,76.5,10.7,56,moderate_stress
php_01636,snake_plant,indoor,summer,67.7,67,0.192,988.7,19,901,31.3,22,40,high_stress
php_01637,snake_plant,shade_house,summer,68.7,60.5,0.273,975.4,21.12,46,78.8,21,86,healthy
php_01638,basil,indoor,autumn,36.2,74.1,1.765,731.6,20.16,395,35.2,12.2,49,high_stress
php_01639,mint,greenhouse,summer,87.7,9.1,1.602,1081.5,20.27,364,91.2,23.7,50,high_stress
php_01640,tomato,garden,monsoon,65.1,29.2,1.48,831.5,18.95,334,56.1,18.4,55,moderate_stress
php_01641,snake_plant,shade_house,summer,51.7,9.8,2.468,447.5,21.38,553,97.2,8.7,44,high_stress
php_01642,rose,garden,winter,76.1,65.5,0.85,1048.9,19.66,1016,61.5,17.2,86,healthy
php_01643,rose,garden,autumn,48.8,44.4,0.314,1122.1,19.06,308,80.2,13.1,74,moderate_stress
php_01644,aloe_vera,indoor,monsoon,29.4,76.4,1.236,943.7,19.6,608,63.3,24.9,53,high_stress
php_01645,lettuce,hydroponic,autumn,44,24.6,0.927,1013.4,20.18,469,24.1,33,27,high_stress
php_01646,rose,garden,winter,67.1,50.7,1.824,347.9,21.24,913,81,36.7,68,moderate_stress
php_01647,aloe_vera,indoor,winter,42.3,17.4,0.255,716,18.98,1010,38.2,35.9,71,moderate_stress
php_01648,basil,garden,summer,40.6,65.2,1.516,1045.7,21.45,47,69.4,35.8,61,moderate_stress
php_01649,rose,garden,summer,49.3,44.4,0.122,504.3,18.62,812,48.5,11.1,76,moderate_stress
php_01650,aloe_vera,arid_garden,monsoon,77.3,15.2,2.231,461,20.76,815,51.6,11.4,62,moderate_stress
php_01651,aloe_vera,indoor,summer,36,31.5,0.353,374.2,19.86,241,92.4,30.5,87,healthy
php_01652,snake_plant,shade_house,summer,46.6,68,1.097,352.4,19.58,35,57.1,16.3,69,moderate_stress
php_01653,rose,garden,spring,46,69.1,2.303,371.5,19.94,555,99.7,18.1,71,moderate_stress
php_01654,basil,greenhouse,summer,66.9,34.9,1.571,1076,21.32,511,24.7,24.1,54,high_stress
php_01655,snake_plant,indoor,spring,30.8,84.4,1.295,1208.6,21.49,150,37.8,9.6,23,high_stress
php_01656,basil,indoor,autumn,48.8,39.8,0.945,735.2,19.09,982,70.6,35.3,66,moderate_stress
php_01657,lettuce,greenhouse,summer,34.6,71.9,0.463,568.4,18.59,541,22.1,30.3,42,high_stress
php_01658,pothos,indoor,summer,73,24.5,1.771,1058.6,19.03,771,80.9,13.2,40,high_stress
php_01659,tomato,garden,summer,38.7,62.5,0.999,735,19.32,254,71.7,13.5,62,moderate_stress
php_01660,tomato,garden,winter,80.4,58.8,2.185,684.7,20.87,281,70.2,9,49,high_stress
php_01661,pothos,indoor,monsoon,85.4,76.8,1.309,873.3,19.01,436,69.9,27.8,64,moderate_stress
php_01662,lettuce,greenhouse,monsoon,50.7,60.5,0.147,694.9,18.5,308,24.3,26,51,high_stress
php_01663,tomato,greenhouse,summer,61.9,64,0.077,634.9,19.92,355,89.3,33.3,80,healthy
php_01664,pothos,indoor,monsoon,46.9,75.5,1.571,1233.2,20.59,182,27.9,13.8,39,high_stress
php_01665,aloe_vera,arid_garden,winter,40.4,70.7,0.73,371.9,21.39,657,42.6,8.2,37,high_stress
php_01666,mint,garden,monsoon,57.5,48.3,2.379,1174.1,18.58,678,38,21.3,49,high_stress
php_01667,aloe_vera,arid_garden,winter,70.5,66.1,2.312,718.4,20.13,477,98,23.8,58,moderate_stress
php_01668,lettuce,hydroponic,autumn,49.6,71.6,1.95,837.2,20.88,787,21.6,29.3,53,high_stress
php_01669,pothos,indoor,summer,44.5,80.7,1.766,619.5,20.62,323,99.7,29.5,65,moderate_stress
php_01670,mint,garden,monsoon,26,44.7,0.478,390.5,21.26,261,58.9,32.8,71,moderate_stress
php_01671,snake_plant,indoor,summer,50.6,83.1,0.12,1167,19.26,802,73.2,36.8,26,high_stress
php_01672,aloe_vera,indoor,winter,87.9,55,0.238,379.8,20.33,974,90.8,11.9,66,moderate_stress
php_01673,rose,greenhouse,spring,40.2,87,0.077,523.8,18.5,169,55.9,13,49,high_stress
php_01674,lettuce,greenhouse,winter,86.3,88.9,0.754,706.6,20.71,157,32.6,32.6,41,high_stress
php_01675,rose,greenhouse,summer,51.3,80,0.02,1095.3,21.32,619,52.6,24.1,74,moderate_stress
php_01676,rose,greenhouse,monsoon,38,54.2,0.381,813.3,19.16,326,91.3,27.2,84,healthy
php_01677,lettuce,greenhouse,monsoon,91.5,17.6,1.911,427.5,19.36,502,35.9,26.9,24,high_stress
php_01678,pothos,shade_house,monsoon,62,33.7,1.783,1075.3,18.75,154,88.9,33.5,63,moderate_stress
php_01679,snake_plant,indoor,summer,25.2,49.1,0.606,794.2,20.82,245,71.5,30.8,87,healthy
php_01680,snake_plant,shade_house,autumn,45,31.7,1.329,801.8,21.39,60,30.1,23.8,75,moderate_stress
php_01681,rose,greenhouse,autumn,86.1,71.3,2.073,670.2,19.18,146,89.3,28.9,55,moderate_stress
php_01682,mint,greenhouse,winter,69.4,32,2.382,1122.4,20.55,648,75.9,12.9,57,moderate_stress
php_01683,basil,indoor,spring,83,86.9,0.513,1213.1,18.23,964,97.9,28.3,53,high_stress
php_01684,snake_plant,shade_house,autumn,87.5,42.4,0.004,803.4,20.67,977,80.7,26,74,moderate_stress
php_01685,pothos,shade_house,spring,59.1,56.3,1.893,1071.6,21.02,348,46,29.7,73,moderate_stress
php_01686,tomato,garden,monsoon,82.1,39.8,2.068,629.1,20.37,597,56,15.5,70,moderate_stress
php_01687,basil,indoor,autumn,58,60.8,1.384,682.5,18.96,994,47.2,17.2,72,moderate_stress
php_01688,snake_plant,indoor,autumn,25.1,65.1,1.767,713,19.04,424,37.8,27.2,43,high_stress
php_01689,rose,garden,winter,33,41.5,2.198,413.7,20.8,746,91,16.1,79,moderate_stress
php_01690,aloe_vera,indoor,summer,47.3,56.8,1.538,854.5,20.32,438,80.1,16.5,70,moderate_stress
php_01691,basil,garden,summer,36,14.3,0.844,836.4,19.08,385,37.6,11.1,28,high_stress
php_01692,aloe_vera,arid_garden,spring,59.8,78.7,0.888,1184.7,19.28,177,52.4,32.9,38,high_stress
php_01693,aloe_vera,indoor,monsoon,65.8,23.3,1.276,523.1,19.48,302,59.2,23.8,81,healthy
php_01694,pothos,shade_house,summer,71.2,40,0.629,338.2,19.48,40,43.1,24.9,77,moderate_stress
php_01695,rose,greenhouse,monsoon,58.6,79.6,0.463,574.8,20.87,965,84.7,19,85,healthy
php_01696,tomato,greenhouse,monsoon,93.3,57.4,1.014,354.1,20.59,415,87,13.7,73,moderate_stress
php_01697,pothos,shade_house,spring,90.6,83.9,0.349,1154,18.71,216,90.6,30.9,53,high_stress
php_01698,snake_plant,indoor,summer,52.7,61.8,1.289,822.8,19.4,624,98.7,36.4,56,moderate_stress
php_01699,rose,greenhouse,autumn,31.7,62.6,1.231,1066.5,18.5,313,36.6,28.7,49,high_stress
php_01700,pothos,shade_house,winter,50.7,47.6,0.638,681.3,20.87,657,90.3,8.6,77,moderate_stress
php_01701,pothos,shade_house,spring,32.7,59.1,1.539,390.1,19.8,886,85.6,31,63,moderate_stress
php_01702,lettuce,greenhouse,winter,75.7,59.3,0.548,1216,19.82,735,34.4,16.5,73,moderate_stress
php_01703,aloe_vera,arid_garden,spring,49.8,11.8,1.52,631.1,20.18,638,69.4,20.2,89,healthy
php_01704,mint,garden,spring,65.5,80.9,1.069,1072.7,18.97,690,92.3,18.1,81,healthy
php_01705,tomato,greenhouse,winter,64,24.4,0.836,567.7,19.43,853,39.2,15.9,58,moderate_stress
php_01706,lettuce,greenhouse,monsoon,42.2,74.9,0.987,753.9,20.92,147,86.6,33.9,60,moderate_stress
php_01707,pothos,shade_house,autumn,28.8,49.1,0.058,661.8,20.67,770,61.2,8.2,66,moderate_stress
php_01708,rose,greenhouse,winter,44.7,86.6,1.899,964.2,20.26,508,59.4,17.3,65,moderate_stress
php_01709,pothos,indoor,monsoon,28.9,44.3,1.072,397.5,18.45,712,56.8,19.3,72,moderate_stress
php_01710,mint,indoor,summer,65.4,87.6,1.201,1242.7,18.99,794,75.3,33.5,55,moderate_stress
php_01711,mint,indoor,autumn,29.6,36.7,1.394,507.9,20.07,71,88.2,25.9,65,moderate_stress
php_01712,tomato,garden,spring,60.6,50.6,1.472,723.2,19.1,247,69.3,29,73,moderate_stress
php_01713,rose,greenhouse,spring,44.3,84.9,2.383,888,20.9,67,48.8,9.6,28,high_stress
php_01714,aloe_vera,arid_garden,spring,33.6,89.5,1.275,1021.6,18.59,753,59.7,29.3,27,high_stress
php_01715,tomato,garden,monsoon,30,64.1,1.37,637.2,19.5,362,38.8,17.7,56,moderate_stress
php_01716,rose,greenhouse,summer,53.6,11,2.355,1131.3,20.94,130,86.1,16.9,38,high_stress
php_01717,aloe_vera,arid_garden,autumn,63.8,9.1,0.182,1147.2,19.77,455,65.6,22.9,88,healthy
php_01718,tomato,garden,spring,71.7,80.7,0.749,885.3,18.35,140,32.5,27.9,50,high_stress
php_01719,tomato,garden,autumn,40.3,32.6,0.087,1198.8,20.05,890,29.3,32.5,54,high_stress
php_01720,snake_plant,shade_house,winter,86.4,51.8,1.802,1026.8,21.43,397,55.2,18.6,62,moderate_stress
php_01721,mint,greenhouse,autumn,63.2,63.2,0.628,625.4,19.04,310,72.8,26.6,86,healthy
php_01722,tomato,greenhouse,autumn,37,64.3,1.587,806.4,19.79,50,95.4,11.2,52,high_stress
php_01723,basil,garden,winter,82.5,60.7,2.377,584.9,18.46,259,98.2,26.6,63,moderate_stress
php_01724,basil,garden,monsoon,46.8,52.8,2.229,467.3,18.65,254,78.1,8.9,46,high_stress
php_01725,lettuce,greenhouse,winter,87.8,51.8,1.09,437.9,19.48,868,46,22,72,moderate_stress
php_01726,tomato,greenhouse,monsoon,49.2,41.3,1.145,337.8,19.72,514,73.9,10.1,57,moderate_stress
php_01727,aloe_vera,indoor,monsoon,30.2,68.5,0.768,434.2,19.27,331,61.8,27.2,57,moderate_stress
php_01728,basil,indoor,monsoon,39.7,12,1.676,1131.8,18.62,789,28,32.7,20,high_stress
php_01729,tomato,greenhouse,winter,93.1,70.9,0.623,1007,20.93,141,65.9,27.7,81,healthy
php_01730,lettuce,greenhouse,winter,55.2,87.5,0.142,855.6,19.13,436,92.3,26.9,79,moderate_stress
php_01731,tomato,garden,monsoon,70.5,19,0.955,513.7,20.63,216,89.1,25.2,66,moderate_stress
php_01732,snake_plant,indoor,winter,89.9,40.6,1.783,1203.7,21.13,939,44.1,8.3,33,high_stress
php_01733,snake_plant,indoor,spring,60.9,10.6,0.43,625.1,21.23,798,93.3,32.7,76,moderate_stress
php_01734,lettuce,hydroponic,winter,83.3,20,0.628,441.1,18.8,508,28.7,19.2,44,high_stress
php_01735,aloe_vera,indoor,monsoon,61,76.5,2.268,961.5,19.82,175,76.5,18.5,39,high_stress
php_01736,lettuce,hydroponic,summer,51.3,29.5,0.752,373.1,18.65,406,67.3,10.5,59,moderate_stress
php_01737,lettuce,hydroponic,winter,47,41.8,1.835,456.8,18.49,179,63.9,9.7,58,moderate_stress
php_01738,lettuce,greenhouse,autumn,83.5,48.6,1.451,723.6,18.31,169,90.1,32.3,47,high_stress
php_01739,basil,greenhouse,monsoon,60.5,27.9,0.641,849.4,18.85,566,63,25,74,moderate_stress
php_01740,pothos,shade_house,monsoon,68.4,54.9,1.319,1159.2,18.44,586,94.4,13.7,62,moderate_stress
php_01741,rose,garden,summer,90.7,37.4,1.749,341.4,20.01,159,63.9,17.6,65,moderate_stress
php_01742,aloe_vera,arid_garden,spring,44.4,32.3,1.228,842.8,18.33,527,27.3,32.8,58,moderate_stress
php_01743,aloe_vera,arid_garden,winter,31.4,15.4,1.582,424.9,20.12,791,85.1,35.9,78,moderate_stress
php_01744,rose,greenhouse,autumn,71.8,44.6,1.223,1032.8,18.4,541,33.8,25.1,57,moderate_stress
php_01745,lettuce,greenhouse,monsoon,54.9,59.2,0.643,1035.7,21.39,133,24,35.5,39,high_stress
php_01746,aloe_vera,indoor,winter,40.3,48.6,1.314,611.3,19.51,316,29.9,11.8,42,high_stress
php_01747,pothos,shade_house,winter,25.1,39.3,0.639,594.5,18.79,225,32.1,28.7,65,moderate_stress
php_01748,tomato,garden,winter,32.7,19.1,1.176,1099,19.24,902,40.2,37.5,26,high_stress
php_01749,tomato,greenhouse,monsoon,87.7,24.3,0.511,936.1,18.73,930,55.6,35,56,moderate_stress
php_01750,basil,indoor,autumn,71.8,59.6,1.265,917.4,18.23,807,21.3,27.3,47,high_stress
php_01751,tomato,garden,monsoon,91.5,35,1.37,565.4,18.25,143,60.7,10.1,33,high_stress
php_01752,basil,garden,spring,79,86.4,0.327,979.5,20.17,831,49.5,12.9,65,moderate_stress
php_01753,rose,garden,monsoon,49.1,28.6,0.342,1081.4,20.79,777,64.6,24.1,85,healthy
php_01754,aloe_vera,indoor,autumn,43.9,71.9,1.818,447,18.73,777,73.9,8.4,29,high_stress
php_01755,basil,indoor,summer,50.3,31.9,0.814,1008.5,19.17,674,50.3,29.7,65,moderate_stress
php_01756,lettuce,greenhouse,spring,60.1,26.8,1.735,1055.4,21.12,938,34.1,15.4,39,high_stress
php_01757,rose,greenhouse,spring,41,13.2,1.591,955.3,18.28,203,87.4,29.6,34,high_stress
php_01758,aloe_vera,arid_garden,summer,89.9,48.4,0.347,686.6,18.89,420,23.7,37.5,47,high_stress
